시도,시군구,가해자차량용도대분류,가해자차량용도중분류,가해자차량용도,사고건수,사망자수,중상자수,경상자수,부상신고자수
경남,함안군,사업용,택시,법인택시,3,0,3,0,0
경남,함안군,사업용,택시,개인택시,5,0,1,6,1
경남,함안군,사업용,화물차,화물차,20,1,13,16,4
경남,함안군,사업용,렌터카,렌터카,6,0,5,11,0
경남,함안군,사업용,기타/건설기계,기타/건설기계,4,0,3,9,0
경남,함안군,비사업용,승용차,승용차,157,6,62,167,12
경남,함안군,비사업용,화물차,화물차,70,3,25,72,1
경남,함안군,비사업용,기타/건설기계,기타/건설기계,4,0,1,5,0
경남,함안군,이륜차,이륜차,이륜차,32,6,15,15,1
경남,함안군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),3,1,1,1,0
경남,함안군,원동기장치자전거,원동기장치자전거,원동기장치자전거,1,0,0,1,0
경남,함안군,자전거,자전거,자전거,8,0,4,5,0
경남,함안군,농기계,농기계,농기계,3,0,1,2,0
경남,함안군,불명,불명,불명,6,0,6,1,1
경남,창녕군,사업용,노선버스,마을버스,2,0,2,0,0
경남,창녕군,사업용,노선버스,시내버스,2,0,2,0,0
경남,창녕군,사업용,노선버스,시외버스,1,0,0,2,0
경남,창녕군,사업용,전세버스,전세버스,1,0,0,1,0
경남,창녕군,사업용,택시,법인택시,1,0,1,1,1
경남,창녕군,사업용,택시,개인택시,3,0,3,3,0
경남,창녕군,사업용,화물차,화물차,16,1,9,20,0
경남,창녕군,사업용,렌터카,렌터카,5,0,3,5,0
경남,창녕군,사업용,기타/건설기계,기타/건설기계,4,0,5,3,0
경남,창녕군,비사업용,승용차,승용차,161,3,106,143,11
경남,창녕군,비사업용,버스,버스,1,0,1,0,1
경남,창녕군,비사업용,화물차,화물차,69,2,50,40,3
경남,창녕군,비사업용,기타/건설기계,기타/건설기계,5,0,3,3,0
경남,창녕군,이륜차,이륜차,이륜차,29,0,17,19,4
경남,창녕군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,1,0,0
경남,창녕군,원동기장치자전거,원동기장치자전거,원동기장치자전거,15,0,7,9,2
경남,창녕군,자전거,자전거,자전거,11,1,6,5,0
경남,창녕군,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),1,0,0,1,0
경남,창녕군,농기계,농기계,농기계,2,0,0,2,0
경남,창녕군,불명,불명,불명,3,0,3,2,0
경남,양산시,사업용,노선버스,마을버스,2,0,0,3,0
경남,양산시,사업용,노선버스,시내버스,24,0,12,17,5
경남,양산시,사업용,노선버스,시외버스,2,0,0,2,0
경남,양산시,사업용,전세버스,전세버스,4,0,2,2,0
경남,양산시,사업용,택시,법인택시,35,0,11,44,2
경남,양산시,사업용,택시,개인택시,9,0,6,6,0
경남,양산시,사업용,화물차,화물차,57,3,22,53,5
경남,양산시,사업용,렌터카,렌터카,36,0,19,27,3
경남,양산시,사업용,위험물운송,위험물운송,1,0,0,1,0
경남,양산시,사업용,기타/건설기계,기타/건설기계,12,0,6,11,4
경남,양산시,비사업용,승용차,승용차,765,15,308,733,97
경남,양산시,비사업용,버스,버스,4,0,2,1,1
경남,양산시,비사업용,어린이통학버스,어린이통학버스,6,0,1,10,0
경남,양산시,비사업용,화물차,화물차,146,3,63,139,16
경남,양산시,비사업용,기타/건설기계,기타/건설기계,26,0,13,24,0
경남,양산시,이륜차,이륜차,이륜차,86,3,41,41,16
경남,양산시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,1,0,0
경남,양산시,원동기장치자전거,원동기장치자전거,원동기장치자전거,19,1,8,13,2
경남,양산시,자전거,자전거,자전거,28,0,9,10,10
경남,양산시,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,0,2,0
경남,양산시,불명,불명,불명,21,0,6,18,3
경남,고성군,사업용,노선버스,마을버스,2,0,2,0,0
경남,고성군,사업용,노선버스,시내버스,2,0,1,1,0
경남,고성군,사업용,노선버스,시외버스,2,0,1,5,0
경남,고성군,사업용,전세버스,전세버스,2,0,1,3,0
경남,고성군,사업용,택시,법인택시,11,0,3,11,3
경남,고성군,사업용,택시,개인택시,2,0,4,3,0
경남,고성군,사업용,화물차,화물차,5,0,3,6,0
경남,고성군,사업용,렌터카,렌터카,8,0,6,6,0
경남,고성군,사업용,기타/건설기계,기타/건설기계,1,0,1,0,0
경남,고성군,비사업용,승용차,승용차,138,4,66,129,8
경남,고성군,비사업용,버스,버스,4,1,2,1,1
경남,고성군,비사업용,화물차,화물차,58,2,37,44,2
경남,고성군,비사업용,기타/건설기계,기타/건설기계,1,0,0,2,0
경남,고성군,이륜차,이륜차,이륜차,18,2,5,12,2
경남,고성군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,1,0
경남,고성군,원동기장치자전거,원동기장치자전거,원동기장치자전거,3,0,1,2,0
경남,고성군,자전거,자전거,자전거,4,0,1,3,0
경남,고성군,농기계,농기계,농기계,4,1,2,2,0
경남,사천시,사업용,노선버스,시내버스,3,0,1,1,1
경남,사천시,사업용,노선버스,시외버스,3,0,0,3,0
경남,사천시,사업용,전세버스,전세버스,2,0,1,1,0
경남,사천시,사업용,택시,법인택시,22,1,4,24,3
경남,사천시,사업용,택시,개인택시,10,0,7,6,6
경남,사천시,사업용,화물차,화물차,17,0,9,16,0
경남,사천시,사업용,렌터카,렌터카,14,0,9,25,3
경남,사천시,사업용,위험물운송,위험물운송,1,0,0,3,0
경남,사천시,사업용,기타/건설기계,기타/건설기계,10,0,7,7,1
경남,사천시,비사업용,승용차,승용차,394,6,187,405,56
경남,사천시,비사업용,버스,버스,7,0,4,4,3
경남,사천시,비사업용,어린이통학버스,어린이통학버스,1,0,1,0,0
경남,사천시,비사업용,화물차,화물차,81,1,41,66,14
경남,사천시,비사업용,기타/건설기계,기타/건설기계,7,1,2,7,0
경남,사천시,이륜차,이륜차,이륜차,52,1,23,38,3
경남,사천시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),5,1,0,6,0
경남,사천시,원동기장치자전거,원동기장치자전거,원동기장치자전거,4,0,5,1,0
경남,사천시,자전거,자전거,자전거,25,0,7,15,3
경남,사천시,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),1,0,0,1,0
경남,사천시,농기계,농기계,농기계,4,0,2,4,0
경남,사천시,불명,불명,불명,5,0,1,1,3
경남,남해군,사업용,전세버스,전세버스,3,0,2,14,4
경남,남해군,사업용,택시,법인택시,3,0,2,1,0
경남,남해군,사업용,택시,개인택시,1,0,1,1,0
경남,남해군,사업용,화물차,화물차,4,0,4,1,0
경남,남해군,사업용,렌터카,렌터카,5,0,2,8,0
경남,남해군,사업용,기타/건설기계,기타/건설기계,1,0,0,1,0
경남,남해군,비사업용,승용차,승용차,92,2,61,54,27
경남,남해군,비사업용,버스,버스,4,0,2,1,1
경남,남해군,비사업용,어린이통학버스,어린이통학버스,1,0,1,1,0
경남,남해군,비사업용,화물차,화물차,48,4,46,23,6
경남,남해군,비사업용,기타/건설기계,기타/건설기계,2,0,1,1,2
경남,남해군,이륜차,이륜차,이륜차,10,1,2,6,3
경남,남해군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),3,0,1,2,0
경남,남해군,원동기장치자전거,원동기장치자전거,원동기장치자전거,4,0,1,2,1
경남,남해군,자전거,자전거,자전거,5,1,1,2,1
경남,남해군,농기계,농기계,농기계,6,0,3,2,2
경남,하동군,사업용,노선버스,시외버스,1,0,1,0,0
경남,하동군,사업용,전세버스,전세버스,1,0,1,2,0
경남,하동군,사업용,택시,법인택시,2,0,3,0,0
경남,하동군,사업용,택시,개인택시,1,0,1,0,0
경남,하동군,사업용,화물차,화물차,6,1,2,6,0
경남,하동군,사업용,렌터카,렌터카,2,0,2,3,0
경남,하동군,사업용,콘크리트믹서,콘크리트믹서,1,0,1,0,0
경남,하동군,사업용,기타/건설기계,기타/건설기계,4,0,2,3,0
경남,하동군,비사업용,승용차,승용차,61,6,41,52,8
경남,하동군,비사업용,버스,버스,3,0,3,1,0
경남,하동군,비사업용,화물차,화물차,38,3,28,20,1
경남,하동군,이륜차,이륜차,이륜차,13,0,3,8,3
경남,하동군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,0,1
경남,하동군,원동기장치자전거,원동기장치자전거,원동기장치자전거,2,0,0,2,0
경남,하동군,자전거,자전거,자전거,5,0,3,0,2
경남,하동군,농기계,농기계,농기계,2,1,0,2,0
경남,산청군,사업용,노선버스,시외버스,2,0,3,2,0
경남,산청군,사업용,노선버스,고속버스,1,0,0,1,0
경남,산청군,사업용,택시,법인택시,1,0,1,0,0
경남,산청군,사업용,택시,개인택시,1,0,1,0,0
경남,산청군,사업용,화물차,화물차,2,0,2,3,0
경남,산청군,사업용,렌터카,렌터카,4,0,1,7,1
경남,산청군,사업용,기타/건설기계,기타/건설기계,2,0,1,1,0
경남,산청군,비사업용,승용차,승용차,96,0,76,86,17
경남,산청군,비사업용,버스,버스,1,0,0,2,0
경남,산청군,비사업용,화물차,화물차,43,2,30,35,6
경남,산청군,비사업용,기타/건설기계,기타/건설기계,3,0,2,1,0
경남,산청군,이륜차,이륜차,이륜차,8,0,3,2,3
경남,산청군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),4,0,0,5,0
경남,산청군,원동기장치자전거,원동기장치자전거,원동기장치자전거,1,0,0,1,0
경남,산청군,농기계,농기계,농기계,4,0,2,0,2
경남,함양군,사업용,노선버스,시내버스,1,0,0,1,0
경남,함양군,사업용,노선버스,시외버스,1,0,0,0,1
경남,함양군,사업용,전세버스,전세버스,2,0,0,2,0
경남,함양군,사업용,택시,법인택시,2,0,1,1,0
경남,함양군,사업용,택시,개인택시,3,0,1,2,0
경남,함양군,사업용,화물차,화물차,7,0,7,4,0
경남,함양군,사업용,렌터카,렌터카,4,0,5,1,0
경남,함양군,사업용,기타/건설기계,기타/건설기계,1,0,0,1,0
경남,함양군,비사업용,승용차,승용차,90,2,54,71,19
경남,함양군,비사업용,화물차,화물차,42,1,29,42,7
경남,함양군,비사업용,기타/건설기계,기타/건설기계,4,0,2,1,1
경남,함양군,이륜차,이륜차,이륜차,23,3,8,7,9
경남,함양군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,1,0
경남,함양군,원동기장치자전거,원동기장치자전거,원동기장치자전거,6,0,3,5,1
경남,함양군,자전거,자전거,자전거,4,0,1,1,2
경남,함양군,농기계,농기계,농기계,8,1,3,3,1
경남,함양군,불명,불명,불명,2,0,0,1,1
경남,거창군,사업용,전세버스,전세버스,1,0,0,1,0
경남,거창군,사업용,택시,법인택시,6,0,4,2,0
경남,거창군,사업용,택시,개인택시,2,0,0,3,1
경남,거창군,사업용,화물차,화물차,5,0,3,2,0
경남,거창군,사업용,렌터카,렌터카,4,0,2,2,1
경남,거창군,사업용,기타/건설기계,기타/건설기계,2,0,1,1,0
경남,거창군,비사업용,승용차,승용차,121,5,64,92,4
경남,거창군,비사업용,버스,버스,3,1,1,8,0
경남,거창군,비사업용,화물차,화물차,50,4,28,34,3
경남,거창군,비사업용,기타/건설기계,기타/건설기계,2,0,1,1,0
경남,거창군,이륜차,이륜차,이륜차,44,5,12,31,8
경남,거창군,원동기장치자전거,원동기장치자전거,원동기장치자전거,3,0,1,1,1
경남,거창군,자전거,자전거,자전거,7,0,2,5,0
경남,합천군,사업용,노선버스,마을버스,1,0,1,0,0
경남,합천군,사업용,전세버스,전세버스,1,0,3,2,0
경남,합천군,사업용,택시,법인택시,1,0,2,0,0
경남,합천군,사업용,택시,개인택시,1,0,0,2,0
경남,합천군,사업용,화물차,화물차,7,0,4,8,0
경남,합천군,사업용,렌터카,렌터카,2,0,2,0,0
경남,합천군,비사업용,승용차,승용차,92,5,60,61,3
경남,합천군,비사업용,버스,버스,2,0,1,2,0
경남,합천군,비사업용,화물차,화물차,45,2,32,25,0
경남,합천군,비사업용,기타/건설기계,기타/건설기계,4,0,3,3,0
경남,합천군,이륜차,이륜차,이륜차,14,1,7,8,1
경남,합천군,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,1,0,1,0
경남,합천군,원동기장치자전거,원동기장치자전거,원동기장치자전거,4,0,4,0,0
경남,합천군,자전거,자전거,자전거,4,0,1,3,0
경남,합천군,농기계,농기계,농기계,4,1,2,1,0
경남,창원시(통합),사업용,노선버스,마을버스,3,0,2,3,0
경남,창원시(통합),사업용,노선버스,시내버스,127,2,66,86,8
경남,창원시(통합),사업용,노선버스,시외버스,5,0,7,27,13
경남,창원시(통합),사업용,노선버스,고속버스,3,0,0,3,0
경남,창원시(통합),사업용,전세버스,전세버스,14,0,6,17,0
경남,창원시(통합),사업용,택시,법인택시,184,1,63,182,15
경남,창원시(통합),사업용,택시,개인택시,102,3,49,92,10
경남,창원시(통합),사업용,화물차,화물차,114,4,56,117,2
경남,창원시(통합),사업용,렌터카,렌터카,87,3,41,85,3
경남,창원시(통합),사업용,덤프트럭,덤프트럭,1,0,0,1,0
경남,창원시(통합),사업용,기타/건설기계,기타/건설기계,24,2,11,26,0
경남,창원시(통합),비사업용,승용차,승용차,1873,28,748,1809,75
경남,창원시(통합),비사업용,버스,버스,30,0,11,38,0
경남,창원시(통합),비사업용,어린이통학버스,어린이통학버스,13,0,7,9,0
경남,창원시(통합),비사업용,화물차,화물차,308,8,129,281,12
경남,창원시(통합),비사업용,기타/건설기계,기타/건설기계,32,1,9,27,2
경남,창원시(통합),이륜차,이륜차,이륜차,189,9,79,128,22
경남,창원시(통합),사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),3,0,1,1,4
경남,창원시(통합),원동기장치자전거,원동기장치자전거,원동기장치자전거,23,1,13,12,2
경남,창원시(통합),자전거,자전거,자전거,54,0,20,29,6
경남,창원시(통합),개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),1,0,1,0,0
경남,창원시(통합),기타,기타,기타,2,0,0,3,0
경남,창원시(통합),불명,불명,불명,53,0,8,37,10
제주,제주시,사업용,노선버스,마을버스,2,0,2,0,0
제주,제주시,사업용,노선버스,시내버스,40,0,17,28,3
제주,제주시,사업용,노선버스,시외버스,6,0,1,7,0
제주,제주시,사업용,전세버스,전세버스,22,0,10,17,7
제주,제주시,사업용,택시,법인택시,173,1,33,193,33
제주,제주시,사업용,택시,개인택시,103,1,25,111,12
제주,제주시,사업용,화물차,화물차,46,2,13,61,10
제주,제주시,사업용,렌터카,렌터카,395,2,98,498,94
제주,제주시,사업용,기타/건설기계,기타/건설기계,11,0,2,17,1
제주,제주시,비사업용,승용차,승용차,1537,18,386,1709,245
제주,제주시,비사업용,버스,버스,27,0,10,28,7
제주,제주시,비사업용,어린이통학버스,어린이통학버스,7,0,4,5,2
제주,제주시,비사업용,화물차,화물차,367,12,115,395,61
제주,제주시,비사업용,기타/건설기계,기타/건설기계,37,0,11,38,14
제주,제주시,이륜차,이륜차,이륜차,247,2,61,191,66
제주,제주시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),6,1,3,3,0
제주,제주시,원동기장치자전거,원동기장치자전거,원동기장치자전거,15,0,4,9,4
제주,제주시,자전거,자전거,자전거,45,0,10,24,12
제주,제주시,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),4,0,1,2,1
제주,제주시,농기계,농기계,농기계,9,1,1,5,2
제주,제주시,기타,기타,기타,3,0,2,1,0
제주,제주시,불명,불명,불명,37,0,6,28,7
제주,서귀포시,사업용,노선버스,시내버스,13,0,3,12,2
제주,서귀포시,사업용,노선버스,시외버스,2,0,5,7,1
제주,서귀포시,사업용,전세버스,전세버스,9,0,1,17,1
제주,서귀포시,사업용,택시,법인택시,25,0,7,30,2
제주,서귀포시,사업용,택시,개인택시,30,0,13,38,1
제주,서귀포시,사업용,화물차,화물차,21,1,5,19,6
제주,서귀포시,사업용,렌터카,렌터카,212,1,81,265,47
제주,서귀포시,사업용,기타/건설기계,기타/건설기계,9,0,4,4,2
제주,서귀포시,비사업용,승용차,승용차,538,12,227,548,79
제주,서귀포시,비사업용,버스,버스,18,0,7,26,1
제주,서귀포시,비사업용,어린이통학버스,어린이통학버스,2,0,2,0,0
제주,서귀포시,비사업용,화물차,화물차,207,4,106,218,24
제주,서귀포시,비사업용,기타/건설기계,기타/건설기계,16,0,8,25,2
제주,서귀포시,이륜차,이륜차,이륜차,119,8,41,67,39
제주,서귀포시,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),6,0,2,4,1
제주,서귀포시,원동기장치자전거,원동기장치자전거,원동기장치자전거,9,0,2,5,4
제주,서귀포시,자전거,자전거,자전거,20,0,4,10,6
제주,서귀포시,농기계,농기계,농기계,5,0,0,8,1
제주,서귀포시,불명,불명,불명,12,0,1,2,9
대구,중구,사업용,노선버스,시내버스,19,2,9,22,10
대구,중구,사업용,전세버스,전세버스,3,0,3,1,0
대구,중구,사업용,택시,법인택시,110,1,24,125,25
대구,중구,사업용,택시,개인택시,33,2,10,26,12
대구,중구,사업용,화물차,화물차,13,1,3,14,4
대구,중구,사업용,렌터카,렌터카,24,0,5,35,8
대구,중구,사업용,기타/건설기계,기타/건설기계,3,0,0,3,0
대구,중구,비사업용,승용차,승용차,446,1,118,475,114
대구,중구,비사업용,버스,버스,10,1,2,10,1
대구,중구,비사업용,화물차,화물차,45,0,15,38,4
대구,중구,비사업용,기타/건설기계,기타/건설기계,4,0,1,2,1
대구,중구,이륜차,이륜차,이륜차,94,2,22,67,46
대구,중구,원동기장치자전거,원동기장치자전거,원동기장치자전거,4,0,0,5,0
대구,중구,자전거,자전거,자전거,27,1,8,13,5
대구,중구,불명,불명,불명,34,0,3,22,14
대구,동구,사업용,노선버스,시내버스,41,0,20,30,6
대구,동구,사업용,노선버스,시외버스,2,1,2,15,1
대구,동구,사업용,노선버스,고속버스,2,0,1,1,0
대구,동구,사업용,전세버스,전세버스,10,0,4,14,0
대구,동구,사업용,택시,법인택시,125,0,25,171,7
대구,동구,사업용,택시,개인택시,62,1,19,63,3
대구,동구,사업용,화물차,화물차,38,2,12,42,3
대구,동구,사업용,렌터카,렌터카,50,0,16,56,3
대구,동구,사업용,기타/건설기계,기타/건설기계,16,1,6,18,1
대구,동구,비사업용,승용차,승용차,1127,9,342,1373,106
대구,동구,비사업용,버스,버스,12,0,4,10,0
대구,동구,비사업용,어린이통학버스,어린이통학버스,1,0,1,0,0
대구,동구,비사업용,화물차,화물차,156,3,45,153,11
대구,동구,비사업용,기타/건설기계,기타/건설기계,13,0,4,14,1
대구,동구,이륜차,이륜차,이륜차,155,1,39,118,51
대구,동구,원동기장치자전거,원동기장치자전거,원동기장치자전거,21,0,7,17,8
대구,동구,자전거,자전거,자전거,54,1,12,28,16
대구,동구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),1,0,0,0,1
대구,동구,기타,기타,기타,1,0,0,1,0
대구,동구,불명,불명,불명,67,0,6,41,27
대구,서구,사업용,노선버스,마을버스,2,0,1,0,1
대구,서구,사업용,노선버스,시내버스,31,0,15,35,1
대구,서구,사업용,노선버스,고속버스,2,0,0,3,0
대구,서구,사업용,전세버스,전세버스,4,0,2,2,0
대구,서구,사업용,택시,법인택시,95,0,33,133,8
대구,서구,사업용,택시,개인택시,47,0,20,50,7
대구,서구,사업용,화물차,화물차,24,1,10,21,2
대구,서구,사업용,렌터카,렌터카,25,0,10,23,3
대구,서구,사업용,기타/건설기계,기타/건설기계,15,1,4,21,2
대구,서구,비사업용,승용차,승용차,629,5,196,715,65
대구,서구,비사업용,버스,버스,15,0,5,10,2
대구,서구,비사업용,화물차,화물차,134,1,43,126,13
대구,서구,비사업용,기타/건설기계,기타/건설기계,11,0,0,23,1
대구,서구,이륜차,이륜차,이륜차,176,0,55,139,48
대구,서구,원동기장치자전거,원동기장치자전거,원동기장치자전거,7,0,2,4,1
대구,서구,자전거,자전거,자전거,61,0,20,22,21
대구,서구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,2,0,0
대구,서구,기타,기타,기타,2,0,0,0,2
대구,서구,불명,불명,불명,35,0,0,17,19
대구,남구,사업용,노선버스,시내버스,17,0,2,16,4
대구,남구,사업용,전세버스,전세버스,2,0,0,1,1
대구,남구,사업용,택시,법인택시,84,1,25,96,5
대구,남구,사업용,택시,개인택시,41,1,15,44,6
대구,남구,사업용,화물차,화물차,5,0,2,9,0
대구,남구,사업용,렌터카,렌터카,33,0,7,37,7
대구,남구,사업용,기타/건설기계,기타/건설기계,2,0,0,4,0
대구,남구,비사업용,승용차,승용차,500,2,153,561,35
대구,남구,비사업용,버스,버스,3,0,1,1,1
대구,남구,비사업용,어린이통학버스,어린이통학버스,3,0,1,2,0
대구,남구,비사업용,화물차,화물차,54,0,15,61,6
대구,남구,비사업용,기타/건설기계,기타/건설기계,9,0,5,7,0
대구,남구,이륜차,이륜차,이륜차,87,0,24,76,23
대구,남구,원동기장치자전거,원동기장치자전거,원동기장치자전거,15,0,5,9,2
대구,남구,자전거,자전거,자전거,19,0,4,7,9
대구,남구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),1,0,1,0,0
대구,남구,기타,기타,기타,5,0,1,3,1
대구,남구,불명,불명,불명,22,0,1,15,7
대구,북구,사업용,노선버스,시내버스,42,1,26,32,7
대구,북구,사업용,노선버스,시외버스,2,0,0,5,0
대구,북구,사업용,노선버스,고속버스,1,0,4,0,0
대구,북구,사업용,전세버스,전세버스,4,0,2,2,0
대구,북구,사업용,택시,법인택시,143,1,38,172,5
대구,북구,사업용,택시,개인택시,75,0,28,83,9
대구,북구,사업용,화물차,화물차,65,1,27,74,1
대구,북구,사업용,렌터카,렌터카,59,0,23,59,3
대구,북구,사업용,위험물운송,위험물운송,1,0,2,0,0
대구,북구,사업용,기타/건설기계,기타/건설기계,28,1,17,30,2
대구,북구,비사업용,승용차,승용차,1287,9,374,1461,128
대구,북구,비사업용,버스,버스,17,0,6,19,2
대구,북구,비사업용,어린이통학버스,어린이통학버스,3,0,3,1,0
대구,북구,비사업용,화물차,화물차,219,7,90,200,18
대구,북구,비사업용,기타/건설기계,기타/건설기계,19,0,6,23,0
대구,북구,이륜차,이륜차,이륜차,235,1,70,190,63
대구,북구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),2,0,1,0,1
대구,북구,원동기장치자전거,원동기장치자전거,원동기장치자전거,46,0,15,37,8
대구,북구,자전거,자전거,자전거,108,1,26,49,37
대구,북구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,2,0,1
대구,북구,기타,기타,기타,4,0,0,2,2
대구,북구,불명,불명,불명,51,0,12,31,15
대구,수성구,사업용,노선버스,시내버스,41,0,12,50,9
대구,수성구,사업용,전세버스,전세버스,7,0,2,9,1
대구,수성구,사업용,특수여객(장의),특수여객(장의),1,0,1,1,0
대구,수성구,사업용,택시,법인택시,145,0,32,208,8
대구,수성구,사업용,택시,개인택시,77,0,29,82,8
대구,수성구,사업용,화물차,화물차,39,1,5,39,7
대구,수성구,사업용,렌터카,렌터카,100,0,27,122,17
대구,수성구,사업용,기타/건설기계,기타/건설기계,17,0,7,12,2
대구,수성구,비사업용,승용차,승용차,1506,4,417,1734,126
대구,수성구,비사업용,버스,버스,21,0,6,22,2
대구,수성구,비사업용,어린이통학버스,어린이통학버스,10,0,2,13,0
대구,수성구,비사업용,화물차,화물차,133,3,50,144,6
대구,수성구,비사업용,기타/건설기계,기타/건설기계,18,0,2,32,2
대구,수성구,이륜차,이륜차,이륜차,218,1,53,178,70
대구,수성구,원동기장치자전거,원동기장치자전거,원동기장치자전거,7,0,2,8,0
대구,수성구,자전거,자전거,자전거,47,0,5,20,25
대구,수성구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),3,0,1,3,0
대구,수성구,기타,기타,기타,2,0,0,3,0
대구,수성구,불명,불명,불명,44,0,7,24,16
대구,달서구,사업용,노선버스,마을버스,1,0,0,0,1
대구,달서구,사업용,노선버스,시내버스,48,0,21,25,9
대구,달서구,사업용,노선버스,시외버스,4,0,1,4,0
대구,달서구,사업용,전세버스,전세버스,16,0,6,20,5
대구,달서구,사업용,택시,법인택시,221,2,53,290,12
대구,달서구,사업용,택시,개인택시,130,1,42,132,12
대구,달서구,사업용,화물차,화물차,84,0,19,84,1
대구,달서구,사업용,렌터카,렌터카,107,0,42,118,8
대구,달서구,사업용,기타/건설기계,기타/건설기계,24,0,9,24,2
대구,달서구,비사업용,승용차,승용차,2142,6,528,2528,213
대구,달서구,비사업용,버스,버스,29,0,8,26,2
대구,달서구,비사업용,어린이통학버스,어린이통학버스,4,0,2,2,0
대구,달서구,비사업용,화물차,화물차,248,3,66,274,28
대구,달서구,비사업용,기타/건설기계,기타/건설기계,29,0,8,26,2
대구,달서구,이륜차,이륜차,이륜차,375,3,85,328,84
대구,달서구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,0,0,1
대구,달서구,원동기장치자전거,원동기장치자전거,원동기장치자전거,26,0,10,14,6
대구,달서구,자전거,자전거,자전거,100,2,23,47,35
대구,달서구,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),14,0,3,6,5
대구,달서구,불명,불명,불명,76,0,9,44,28
대구,달성군,사업용,노선버스,마을버스,3,0,0,6,0
대구,달성군,사업용,노선버스,시내버스,12,0,6,9,0
대구,달성군,사업용,노선버스,시외버스,2,0,1,1,0
대구,달성군,사업용,전세버스,전세버스,4,0,3,7,0
대구,달성군,사업용,택시,법인택시,29,0,10,31,4
대구,달성군,사업용,택시,개인택시,9,0,6,6,0
대구,달성군,사업용,화물차,화물차,30,3,19,36,2
대구,달성군,사업용,렌터카,렌터카,13,0,6,9,1
대구,달성군,사업용,기타/건설기계,기타/건설기계,13,0,3,13,1
대구,달성군,비사업용,승용차,승용차,564,11,210,586,49
대구,달성군,비사업용,버스,버스,14,0,2,14,10
대구,달성군,비사업용,어린이통학버스,어린이통학버스,3,0,1,2,0
대구,달성군,비사업용,화물차,화물차,131,4,51,155,5
대구,달성군,비사업용,기타/건설기계,기타/건설기계,8,0,2,8,0
대구,달성군,이륜차,이륜차,이륜차,77,4,17,58,22
대구,달성군,원동기장치자전거,원동기장치자전거,원동기장치자전거,13,0,6,11,3
대구,달성군,자전거,자전거,자전거,17,0,7,7,4
대구,달성군,개인형이동수단(PM),개인형이동수단(PM),개인형이동수단(PM),2,0,0,1,1
대구,달성군,기타,기타,기타,2,0,1,0,1
대구,달성군,불명,불명,불명,20,0,4,12,4
인천,중구,사업용,노선버스,시내버스,20,0,10,25,0
인천,중구,사업용,노선버스,고속버스,1,0,1,0,0
인천,중구,사업용,전세버스,전세버스,9,0,19,21,0
인천,중구,사업용,택시,법인택시,32,1,10,43,1
인천,중구,사업용,택시,개인택시,16,1,5,24,0
인천,중구,사업용,화물차,화물차,60,1,26,65,2
인천,중구,사업용,렌터카,렌터카,45,0,13,59,5
인천,중구,사업용,콘크리트믹서,콘크리트믹서,1,0,0,1,0
인천,중구,사업용,기타/건설기계,기타/건설기계,12,0,2,11,1
인천,중구,비사업용,승용차,승용차,332,3,104,431,21
인천,중구,비사업용,버스,버스,6,0,1,7,0
인천,중구,비사업용,화물차,화물차,45,0,14,50,4
인천,중구,비사업용,기타/건설기계,기타/건설기계,10,0,2,16,0
인천,중구,이륜차,이륜차,이륜차,17,0,6,20,2
인천,중구,사륜오토바이(ATV),사륜오토바이(ATV),사륜오토바이(ATV),1,0,1,1,0
인천,중구,원동기장치자전거,원동기장치자전거,원동기장치자전거,5,0,0,5,1
인천,중구,자전거,자전거,자전거,7,0,2,9,3
